数据ID,价格
test_2515,67.53225
test_2516,67.16827
test_2517,58.75898
test_2518,62.100468
test_2519,70.48878
test_2520,58.359688
test_2521,58.247932
test_2522,63.711334
test_2523,75.28995
test_2524,77.0006
test_2525,65.87853
test_2526,71.1142
test_2527,49.69841
test_2528,59.843468
test_2529,73.70057
test_2530,75.37319
test_2531,80.08567
test_2532,66.40142
test_2533,61.348434
test_2534,76.148
test_2535,58.870323
test_2536,72.1493
test_2537,65.198975
test_2538,57.02613
test_2539,64.43448
test_2540,76.023544
test_2541,98.540085
test_2542,61.17907
test_2543,70.72088
test_2544,55.599617
test_2545,58.825554
test_2546,58.74318
test_2547,74.26699
test_2548,78.891304
test_2549,62.675304
test_2550,72.828575
test_2551,55.66494
test_2552,66.733154
test_2553,61.22341
test_2554,70.889366
test_2555,73.76726
test_2556,63.785778
test_2557,69.27151
test_2558,71.70009
test_2559,61.704063
test_2560,59.60692
test_2561,61.920593
test_2562,83.523674
test_2563,76.30102
test_2564,60.14409
test_2565,58.694206
test_2566,75.5331
test_2567,66.59048
test_2568,69.72699
test_2569,57.70227
test_2570,76.90769
test_2571,69.06022
test_2572,59.83172
test_2573,67.23286
test_2574,86.962845
test_2575,87.3212
test_2576,73.00855
test_2577,68.240486
test_2578,62.611412
test_2579,61.8396
test_2580,63.250328
test_2581,59.974716
test_2582,67.75416
test_2583,68.15393
test_2584,66.47756
test_2585,86.1818
test_2586,78.67884
test_2587,72.34931
test_2588,55.32411
test_2589,78.42752
test_2590,76.844734
test_2591,62.920197
test_2592,62.194313
test_2593,60.089462
test_2594,85.82496
test_2595,69.543236
test_2596,77.29061
test_2597,62.737274
test_2598,79.27346
test_2599,68.89651
test_2600,74.17417
test_2601,64.14557
test_2602,75.517
test_2603,61.97757
test_2604,79.21308
test_2605,63.05304
test_2606,58.522217
test_2607,72.78239
test_2608,98.23237
test_2609,79.4216
test_2610,61.271675
test_2611,70.179245
test_2612,59.606846
test_2613,63.225548
test_2614,67.21155
test_2615,71.71468
test_2616,63.258102
test_2617,71.967155
test_2618,62.15822
test_2619,63.28605
test_2620,57.002
test_2621,56.196804
test_2622,60.28487
test_2623,70.93781
test_2624,71.90609
test_2625,70.91685
test_2626,66.85521
test_2627,66.54204
test_2628,69.48216
test_2629,66.35988
test_2630,76.744194
test_2631,76.951385
test_2632,62.926178
test_2633,72.24854
test_2634,68.29962
test_2635,70.16074
test_2636,70.790184
test_2637,62.07827
test_2638,61.506653
test_2639,75.41244
test_2640,60.199955
test_2641,85.39826
test_2642,60.535614
test_2643,70.05414
test_2644,60.580154
test_2645,63.50155
test_2646,70.43667
test_2647,78.40008
test_2648,61.707867
test_2649,72.94036
test_2650,84.095116
test_2651,62.170067
test_2652,60.070564
test_2653,68.3693
test_2654,63.774406
test_2655,59.84781
test_2656,78.59547
test_2657,70.85154
test_2658,60.907295
test_2659,58.993103
test_2660,61.612022
test_2661,70.59685
test_2662,66.83281
test_2663,66.17737
test_2664,74.6709
test_2665,61.75478
test_2666,71.70251
test_2667,70.227806
test_2668,69.27357
test_2669,69.82338
test_2670,57.811516
test_2671,73.78699
test_2672,61.62886
test_2673,71.25359
test_2674,64.38509
test_2675,62.32992
test_2676,73.676186
test_2677,59.923157
test_2678,74.51306
test_2679,71.61919
test_2680,62.92347
test_2681,71.10295
test_2682,75.81265
test_2683,76.423515
test_2684,59.76255
test_2685,77.294815
test_2686,62.97055
test_2687,66.20785
test_2688,59.84847
test_2689,61.77838
test_2690,60.814346
test_2691,58.93043
test_2692,65.00616
test_2693,62.87791
test_2694,70.75275
test_2695,83.84439
test_2696,78.92183
test_2697,60.874565
test_2698,58.89145
test_2699,75.503456
test_2700,69.6775
test_2701,69.744194
test_2702,75.49713
test_2703,72.27644
test_2704,63.08415
test_2705,67.28012
test_2706,78.4078
test_2707,62.28508
test_2708,59.074596
test_2709,89.229515
test_2710,60.32476
test_2711,59.979427
test_2712,73.10166
test_2713,72.7758
test_2714,71.05541
test_2715,60.6761
test_2716,63.17764
test_2717,73.10848
test_2718,57.872143
test_2719,72.85871
test_2720,77.595375
test_2721,73.15549
test_2722,83.071526
test_2723,61.81872
test_2724,90.30639
test_2725,64.5711
test_2726,61.684353
test_2727,73.39832
test_2728,83.07279
test_2729,83.56556
test_2730,83.45826
test_2731,60.086098
test_2732,61.61927
test_2733,87.02201
test_2734,69.85819
test_2735,63.139328
test_2736,72.8619
test_2737,76.157
test_2738,65.31707
test_2739,77.00598
test_2740,60.82585
test_2741,67.00686
test_2742,87.05986
test_2743,54.300377
test_2744,62.701996
test_2745,60.76916
test_2746,79.06917
test_2747,72.722115
test_2748,76.0043
test_2749,77.779335
test_2750,65.65738
test_2751,75.46691
test_2752,76.245316
test_2753,58.091484
test_2754,71.1454
test_2755,63.7488
test_2756,61.944
test_2757,60.544086
test_2758,63.300644
test_2759,76.02453
test_2760,69.858086
test_2761,60.30292
test_2762,75.292244
test_2763,59.67077
test_2764,62.8374
test_2765,78.26797
test_2766,71.48639
test_2767,62.82058
test_2768,72.89887
test_2769,69.097244
test_2770,59.40317
test_2771,72.531845
test_2772,63.072502
test_2773,70.221855
test_2774,61.615295
test_2775,59.708862
test_2776,71.20106
test_2777,72.441124
test_2778,82.06118
test_2779,72.18035
test_2780,74.91094
test_2781,75.73586
test_2782,80.997314
test_2783,93.96754
test_2784,68.227005
test_2785,63.679234
test_2786,66.81802
test_2787,78.96147
test_2788,68.18784
test_2789,61.611732
test_2790,61.40207
test_2791,61.3674
test_2792,70.063416
test_2793,69.57149
test_2794,81.22799
test_2795,60.167976
test_2796,58.778286
test_2797,62.803112
test_2798,68.85147
test_2799,72.20978
test_2800,80.99035
test_2801,71.75829
test_2802,71.82482
test_2803,64.82934
test_2804,67.78755
test_2805,62.61793
test_2806,73.57898
test_2807,65.90713
test_2808,83.673355
test_2809,74.92129
test_2810,72.31181
test_2811,67.616844
test_2812,67.75283
test_2813,69.13711
test_2814,72.29137
test_2815,62.83972
test_2816,78.00099
test_2817,73.56991
test_2818,56.90796
test_2819,58.34558
test_2820,65.53935
test_2821,75.3479
test_2822,62.303562
test_2823,60.327946
test_2824,86.213585
test_2825,88.040985
test_2826,64.56573
test_2827,60.871677
test_2828,58.63334
test_2829,59.22345
test_2830,72.96678
test_2831,77.205696
test_2832,59.39828
test_2833,57.924026
test_2834,75.38647
test_2835,87.34346
test_2836,61.626423
test_2837,72.34799
test_2838,53.58255
test_2839,61.76941
test_2840,82.440834
test_2841,81.48937
test_2842,71.7187
test_2843,64.3065
test_2844,74.058945
test_2845,70.98804
test_2846,72.194855
test_2847,70.855194
test_2848,66.827705
test_2849,64.39077
test_2850,72.74873
test_2851,61.083885
test_2852,82.833
test_2853,71.69346
test_2854,65.45933
test_2855,61.258263
test_2856,63.420723
test_2857,65.432335
test_2858,75.99462
test_2859,82.60583
test_2860,81.66902
test_2861,73.91222
test_2862,71.59351
test_2863,69.18749
test_2864,55.538033
test_2865,71.77488
test_2866,80.77381
test_2867,61.11454
test_2868,62.258095
test_2869,63.29917
test_2870,62.436035
test_2871,66.94271
test_2872,74.68133
test_2873,57.91186
test_2874,63.65808
test_2875,76.61271
test_2876,56.570923
test_2877,81.19203
test_2878,58.4168
test_2879,69.0532
test_2880,72.01932
test_2881,64.83886
test_2882,70.08176
test_2883,75.3724
test_2884,71.767914
test_2885,60.09448
test_2886,60.118835
test_2887,66.680595
test_2888,77.89003
test_2889,56.431633
test_2890,73.55767
test_2891,73.12024
test_2892,58.674477
test_2893,74.73218
test_2894,68.40676
test_2895,68.05113
test_2896,70.77039
test_2897,89.07781
test_2898,59.313644
test_2899,75.60969
test_2900,57.7893
test_2901,83.56001
test_2902,76.61393
test_2903,57.865543
test_2904,73.118675
test_2905,60.92357
test_2906,63.560722
test_2907,72.41856
test_2908,55.059998
test_2909,74.40025
test_2910,62.10882
test_2911,72.71232
test_2912,79.58797
test_2913,71.37987
test_2914,73.00229
test_2915,70.36344
test_2916,59.119225
test_2917,65.59229
test_2918,58.78496
test_2919,72.84878
test_2920,68.84869
test_2921,74.6672
test_2922,66.83022
test_2923,75.20467
test_2924,63.938572
test_2925,72.74372
test_2926,73.56237
test_2927,79.82669
test_2928,83.796455
test_2929,60.297005
test_2930,75.94835
test_2931,81.28978
test_2932,71.48429
test_2933,74.1028
test_2934,67.18633
test_2935,75.57931
test_2936,79.50489
test_2937,76.11277
test_2938,81.46363
test_2939,79.74917
test_2940,59.61734
test_2941,71.01325
test_2942,66.75649
test_2943,69.450066
test_2944,57.864975
test_2945,69.513466
test_2946,52.6772
test_2947,60.935463
test_2948,61.944664
test_2949,71.807274
test_2950,71.76299
test_2951,74.82481
test_2952,67.461845
test_2953,70.18769
test_2954,60.218132
test_2955,73.02423
test_2956,79.620735
test_2957,67.26031
test_2958,64.12059
test_2959,59.80931
test_2960,69.55549
test_2961,65.244255
test_2962,59.37154
test_2963,71.993004
test_2964,62.530304
test_2965,74.62918
test_2966,57.401573
test_2967,90.31191
test_2968,79.542404
test_2969,75.20118
test_2970,71.63513
test_2971,78.74944
test_2972,61.93904
test_2973,81.44932
test_2974,76.60002
test_2975,74.9846
test_2976,61.393913
test_2977,72.725334
test_2978,59.865337
test_2979,59.176704
test_2980,74.17232
test_2981,68.005165
test_2982,77.82618
test_2983,79.18845
test_2984,61.938293
test_2985,59.516792
test_2986,66.5887
test_2987,94.185585
test_2988,67.8426
test_2989,73.23145
test_2990,64.81857
test_2991,59.36039
test_2992,70.17887
test_2993,60.570118
test_2994,73.82627
test_2995,59.34398
test_2996,82.12589
test_2997,67.23217
test_2998,78.94381
test_2999,82.87501
test_3000,74.695946
test_3001,78.53074
test_3002,67.26502
test_3003,66.38532
test_3004,71.04555
test_3005,70.57624
test_3006,71.330956
test_3007,82.574104
test_3008,62.62655
test_3009,87.07825
test_3010,73.00665
test_3011,75.33443
test_3012,76.703514
test_3013,75.48086
test_3014,77.47216
test_3015,64.40193
test_3016,82.47828
test_3017,57.112663
test_3018,62.75924
test_3019,62.250423
test_3020,66.37524
test_3021,74.571526
test_3022,62.643967
test_3023,72.24958
test_3024,70.69498
test_3025,59.330467
test_3026,68.853264
test_3027,73.366035
test_3028,72.16503
test_3029,58.366383
test_3030,64.23362
test_3031,87.503784
test_3032,59.65143
test_3033,70.75393
test_3034,69.0923
test_3035,75.63784
test_3036,68.310074
test_3037,69.66566
test_3038,69.69889
test_3039,59.688126
test_3040,62.704666
test_3041,69.382835
test_3042,82.78672
test_3043,76.74781
test_3044,68.80134
test_3045,54.851494
test_3046,74.29262
test_3047,61.64271
test_3048,70.41519
test_3049,68.839096
test_3050,60.66798
test_3051,62.613895
test_3052,65.80977
test_3053,74.06566
test_3054,75.47512
test_3055,62.30163
test_3056,66.390724
test_3057,67.72055
test_3058,58.272057
test_3059,64.95451
test_3060,69.86181
test_3061,59.7641
test_3062,67.14221
test_3063,62.555702
test_3064,67.214035
test_3065,53.905365
test_3066,76.37539
test_3067,75.46337
test_3068,62.94498
test_3069,62.09912
test_3070,70.48455
test_3071,60.51758
test_3072,65.82068
test_3073,73.407036
test_3074,64.44836
test_3075,72.44828
test_3076,76.72527
test_3077,61.335945
test_3078,93.23021
test_3079,71.93047
test_3080,64.12669
test_3081,73.5292
test_3082,61.20304
test_3083,61.380104
test_3084,62.82464
test_3085,57.722534
test_3086,57.962963
test_3087,81.050575
test_3088,60.27057
test_3089,58.61004
test_3090,60.952515
test_3091,76.969444
test_3092,67.63817
test_3093,65.52156
test_3094,64.838524
test_3095,57.8759
test_3096,69.651985
test_3097,67.92269
test_3098,91.22847
test_3099,71.90598
test_3100,83.31327
test_3101,64.29861
test_3102,65.18706
test_3103,70.61137
test_3104,78.25296
test_3105,61.059387
test_3106,79.87664
test_3107,57.29077
test_3108,64.78687
test_3109,57.380283
test_3110,58.724697
test_3111,59.469738
test_3112,64.50592
test_3113,72.70288
test_3114,60.342285
test_3115,68.5893
test_3116,56.207016
test_3117,62.562065
test_3118,58.2986
test_3119,55.377056
test_3120,67.803474
test_3121,59.637535
test_3122,68.81217
test_3123,60.615074
test_3124,57.34238
test_3125,65.89187
test_3126,70.28231
test_3127,72.08637
test_3128,69.467125
test_3129,77.52198
test_3130,73.13341
test_3131,74.538124
test_3132,60.02193
test_3133,76.52983
test_3134,69.54088
test_3135,67.31063
test_3136,60.94346
test_3137,73.79482
test_3138,75.891106
test_3139,60.210472
test_3140,63.62992
test_3141,58.895042
test_3142,84.77967
test_3143,83.511406
test_3144,61.596405
test_3145,62.089752
test_3146,70.10453
test_3147,70.09898
test_3148,58.64372
test_3149,60.89608
test_3150,65.57392
test_3151,73.40766
test_3152,73.78536
test_3153,63.24221
test_3154,66.22893
test_3155,65.06457
test_3156,72.66342
test_3157,77.25405
test_3158,67.58303
test_3159,85.78874
test_3160,71.94089
test_3161,61.933502
test_3162,64.03912
test_3163,77.07705
test_3164,62.35472
test_3165,61.47848
test_3166,61.43274
test_3167,75.58987
test_3168,74.89358
test_3169,59.459167
test_3170,60.07769
test_3171,57.37496
test_3172,83.61526
test_3173,62.417706
test_3174,61.467354
test_3175,55.985405
test_3176,69.88337
test_3177,56.03568
test_3178,74.23017
test_3179,81.3069
test_3180,58.943176
test_3181,73.3573
test_3182,70.16423
test_3183,63.041714
test_3184,75.522354
test_3185,63.7564
test_3186,60.711994
test_3187,67.15673
test_3188,92.90146
test_3189,57.006874
test_3190,77.87685
test_3191,64.075645
test_3192,54.923782
test_3193,58.881252
test_3194,62.167984
test_3195,70.08782
test_3196,67.6354
test_3197,71.53695
test_3198,63.581932
test_3199,65.655334
test_3200,64.60185
test_3201,62.77731
test_3202,69.10916
test_3203,62.584076
test_3204,68.541115
test_3205,78.209656
test_3206,61.22968
test_3207,70.81532
test_3208,69.916435
test_3209,66.36758
test_3210,61.4163
test_3211,72.21789
test_3212,74.78128
test_3213,60.141266
test_3214,76.11175
test_3215,79.39941
test_3216,60.340157
test_3217,61.59027
test_3218,77.19767
test_3219,74.47106
test_3220,59.305984
test_3221,57.19037
test_3222,67.32026
test_3223,63.47448
test_3224,80.114204
test_3225,71.28201
test_3226,72.885994
test_3227,69.16892
test_3228,58.726135
test_3229,70.92077
test_3230,60.217636
test_3231,71.636986
test_3232,71.286995
test_3233,69.4255
test_3234,53.069424
test_3235,71.71096
test_3236,72.68435
test_3237,77.93214
test_3238,63.16151
test_3239,81.64449
test_3240,58.482063
test_3241,69.866905
test_3242,70.82059
test_3243,76.01845
test_3244,62.77153
test_3245,51.879524
test_3246,60.38395
test_3247,68.75009
test_3248,77.60859
test_3249,68.33046
test_3250,75.04285
test_3251,79.918304
test_3252,59.789757
test_3253,67.84838
test_3254,76.03085
test_3255,68.119484
test_3256,73.588936
test_3257,59.800507
test_3258,61.615143
test_3259,69.87072
test_3260,56.58238
test_3261,57.81435
test_3262,71.53652
test_3263,62.957695
test_3264,62.33541
test_3265,71.71622
test_3266,72.35525
test_3267,79.63856
test_3268,70.05873
test_3269,71.10488
test_3270,71.3888
test_3271,65.1896
test_3272,63.769997
test_3273,60.332527
test_3274,70.630394
test_3275,69.18674
test_3276,73.59547
test_3277,66.126686
test_3278,67.75512
test_3279,61.85807
test_3280,69.364136
test_3281,75.76158
test_3282,74.40223
test_3283,74.24407
test_3284,73.63076
test_3285,72.76586
test_3286,73.7839
test_3287,58.162075
test_3288,71.104576
test_3289,61.76315
test_3290,60.547424
test_3291,80.1839
test_3292,63.02935
test_3293,59.19473
test_3294,67.54229
test_3295,59.42841
test_3296,72.44641
test_3297,76.30924
test_3298,59.111588
test_3299,70.06471
test_3300,71.92458
test_3301,61.478477
test_3302,59.84282
test_3303,78.32597
test_3304,64.68181
test_3305,73.8408
test_3306,59.606926
test_3307,66.4963
test_3308,63.674995
test_3309,75.48392
test_3310,70.54774
test_3311,70.27357
test_3312,92.05099
test_3313,72.05122
test_3314,62.72538
test_3315,76.35617
test_3316,61.64854
test_3317,62.455544
test_3318,57.447308
test_3319,75.51394
test_3320,72.968124
test_3321,69.73856
test_3322,59.9948
test_3323,61.977356
test_3324,68.16282
test_3325,69.16129
test_3326,60.419567
test_3327,71.0288
test_3328,62.069145
test_3329,59.722107
test_3330,71.52415
test_3331,74.81816
test_3332,59.301067
test_3333,55.86424
test_3334,61.798813
test_3335,73.18053
test_3336,57.173916
test_3337,75.23654
test_3338,57.684032
test_3339,80.855
test_3340,70.6948
test_3341,66.86316
test_3342,53.63311
test_3343,61.845562
test_3344,85.320076
test_3345,50.146458
test_3346,72.394905
test_3347,75.12353
test_3348,61.003716
test_3349,69.201294
test_3350,69.7421
test_3351,74.4634
test_3352,66.16357
test_3353,91.90505
test_3354,63.590454
test_3355,97.88944
test_3356,73.60183
test_3357,71.93501
test_3358,64.90591
test_3359,70.26652
test_3360,72.89265
test_3361,61.09977
test_3362,70.62667
test_3363,74.70828
test_3364,71.6656
test_3365,59.89006
test_3366,64.30037
test_3367,60.110657
test_3368,61.11125
test_3369,60.60054
test_3370,81.19099
test_3371,60.965267
test_3372,70.43633
test_3373,79.53101
test_3374,65.117805
test_3375,70.83741
test_3376,60.03583
test_3377,83.4287
test_3378,89.78075
test_3379,59.687996
test_3380,58.569176
test_3381,84.46264
test_3382,75.46758
test_3383,74.9103
test_3384,60.355324
test_3385,61.175323
test_3386,58.98239
test_3387,84.62293
test_3388,58.782593
test_3389,76.11677
test_3390,68.151535
test_3391,69.945335
test_3392,74.10504
test_3393,66.89721
test_3394,65.802734
test_3395,62.654083
test_3396,66.8735
test_3397,68.25826
test_3398,69.46446
test_3399,63.54872
test_3400,81.48623
test_3401,60.75255
test_3402,58.489807
test_3403,75.56147
test_3404,79.36256
test_3405,62.273224
test_3406,69.42645
test_3407,72.733734
test_3408,68.02754
test_3409,67.271645
test_3410,59.598564
test_3411,60.824738
test_3412,74.309944
test_3413,70.93018
test_3414,63.84626
test_3415,63.548424
test_3416,80.859215
test_3417,71.15866
test_3418,68.244026
test_3419,75.31576
test_3420,72.84006
test_3421,71.28744
test_3422,60.411625
test_3423,65.15412
test_3424,75.68778
test_3425,81.70709
test_3426,65.77603
test_3427,53.278023
test_3428,68.25817
test_3429,72.93241
test_3430,70.10283
test_3431,68.54818
test_3432,60.60161
test_3433,68.39734
test_3434,58.74428
test_3435,59.566826
test_3436,59.612804
test_3437,65.82943
test_3438,67.2824
test_3439,69.21993
test_3440,91.95738
test_3441,77.87597
test_3442,61.57098
test_3443,71.95942
test_3444,61.258286
test_3445,69.397
test_3446,60.828217
test_3447,60.780693
test_3448,72.03831
test_3449,65.432236
test_3450,72.621826
test_3451,65.71772
test_3452,61.026497
test_3453,61.382965
test_3454,78.3532
test_3455,60.497402
test_3456,68.22388
test_3457,72.404015
test_3458,68.80325
test_3459,59.552322
test_3460,74.03266
test_3461,80.52665
test_3462,60.87761
test_3463,74.22292
test_3464,75.420265
test_3465,82.43943
test_3466,63.25431
test_3467,65.857506
test_3468,67.55666
test_3469,83.015884
test_3470,79.74741
test_3471,85.84843
test_3472,61.65976
test_3473,62.813488
test_3474,72.15638
test_3475,67.02685
test_3476,61.767353
test_3477,97.330925
test_3478,79.162
test_3479,70.6779
test_3480,79.279526
test_3481,58.67008
test_3482,61.92006
test_3483,80.927444
test_3484,65.428764
test_3485,62.43464
test_3486,85.709496
test_3487,72.26143
test_3488,53.786484
test_3489,68.335594
test_3490,91.2935
test_3491,64.57653
test_3492,76.04546
test_3493,76.90417
test_3494,67.61965
test_3495,61.97329
test_3496,82.94511
test_3497,71.94334
test_3498,72.41794
test_3499,74.749664
test_3500,72.6062
test_3501,59.615883
test_3502,65.65913
test_3503,65.74258
test_3504,64.25827
test_3505,73.60001
test_3506,73.22937
test_3507,69.93156
test_3508,57.741463
test_3509,69.2757
test_3510,65.37682
test_3511,60.87893
test_3512,73.013306
test_3513,78.395515
test_3514,62.973938
test_3515,71.15548
test_3516,62.456413
test_3517,55.997276
test_3518,69.01285
test_3519,79.30253
test_3520,71.95728
test_3521,60.17304
test_3522,71.6355
test_3523,69.550125
test_3524,69.31669
test_3525,71.26426
test_3526,73.76568
test_3527,63.31977
test_3528,71.125175
test_3529,62.361244
test_3530,70.586525
test_3531,61.70818
test_3532,61.825195
test_3533,74.636826
test_3534,68.76271
test_3535,70.73844
test_3536,77.164635
test_3537,67.36916
test_3538,59.6118
test_3539,59.086334
test_3540,66.8672
test_3541,68.51893
test_3542,50.402077
test_3543,62.370697
test_3544,86.949394
test_3545,61.303043
test_3546,77.61726
test_3547,53.45463
test_3548,66.81662
test_3549,58.136276
test_3550,63.318245
test_3551,85.546616
test_3552,71.42618
test_3553,76.598206
test_3554,93.25947
test_3555,62.53331
test_3556,59.92205
test_3557,74.42316
test_3558,61.261208
test_3559,60.562057
test_3560,82.37418
test_3561,61.288998
test_3562,83.021706
test_3563,80.074135
test_3564,70.79303
test_3565,67.12324
test_3566,74.54322
test_3567,69.925575
test_3568,65.79263
test_3569,64.365906
test_3570,73.69993
test_3571,61.306953
test_3572,69.172646
test_3573,60.181747
test_3574,59.173065
test_3575,67.1041
test_3576,62.781425
test_3577,67.44837
test_3578,71.60601
test_3579,60.64559
test_3580,60.539528
test_3581,69.25849
test_3582,60.38642
test_3583,71.53259
test_3584,77.65162
test_3585,78.44841
test_3586,68.111115
test_3587,58.23715
test_3588,69.69302
test_3589,59.36264
test_3590,70.22378
test_3591,69.382195
test_3592,77.07232
test_3593,76.79966
test_3594,74.77278
test_3595,74.146576
test_3596,70.38299
test_3597,60.87068
test_3598,70.85807
test_3599,60.801994
test_3600,70.131584
test_3601,59.442764
test_3602,70.42272
test_3603,61.432884
test_3604,69.74766
test_3605,59.525085
test_3606,62.500824
test_3607,62.726105
test_3608,63.857773
test_3609,68.10334
test_3610,69.7883
test_3611,59.70323
test_3612,70.06294
test_3613,72.8534
test_3614,72.31808
test_3615,79.97616
test_3616,63.453526
test_3617,71.735214
test_3618,71.256546
test_3619,89.74346
test_3620,68.839935
test_3621,71.310844
test_3622,58.720585
test_3623,59.15059
test_3624,63.68817
test_3625,59.74936
test_3626,58.72332
test_3627,72.13295
test_3628,77.778694
test_3629,59.727825
test_3630,64.84657
test_3631,72.74231
test_3632,55.32068
test_3633,59.83651
test_3634,67.94288
test_3635,65.88453
test_3636,69.59309
test_3637,62.422974
test_3638,60.36066
test_3639,71.629616
test_3640,63.43553
test_3641,84.07537
test_3642,70.04552
test_3643,62.290436
test_3644,68.036095
test_3645,61.267365
test_3646,60.8891
test_3647,96.88979
test_3648,66.56884
test_3649,73.199425
test_3650,69.49428
test_3651,57.60782
test_3652,71.19186
test_3653,81.39155
test_3654,74.25338
test_3655,71.573265
test_3656,61.272377
test_3657,69.254776
test_3658,69.76513
test_3659,62.603714
test_3660,61.784687
test_3661,66.43833
test_3662,71.816284
test_3663,73.1674
test_3664,63.960503
test_3665,61.56057
test_3666,62.522068
test_3667,77.62241
test_3668,58.671204
test_3669,62.973263
test_3670,58.16425
test_3671,65.13869
test_3672,68.05404
test_3673,69.78009
test_3674,78.93901
test_3675,60.716297
test_3676,68.15821
test_3677,84.91921
test_3678,74.29727
test_3679,77.19235
test_3680,70.17118
test_3681,72.55004
test_3682,65.35686
test_3683,70.881805
test_3684,64.04292
test_3685,83.6006
test_3686,62.794617
test_3687,67.76727
test_3688,61.86281
test_3689,71.64358
test_3690,68.17851
test_3691,59.60588
test_3692,55.9602
test_3693,72.28501
test_3694,65.92329
test_3695,69.18128
test_3696,59.707245
test_3697,62.643524
test_3698,60.576538
test_3699,70.82404
test_3700,63.038414
test_3701,62.61075
test_3702,66.68722
test_3703,72.909164
test_3704,78.3287
test_3705,74.16427
test_3706,57.144997
test_3707,67.40916
test_3708,63.475235
test_3709,75.35039
test_3710,76.20578
test_3711,61.68994
test_3712,61.66855
test_3713,71.89738
test_3714,78.12066
test_3715,62.50525
test_3716,46.180256
test_3717,63.561806
test_3718,72.97876
test_3719,74.31805
test_3720,91.60999
test_3721,80.94884
test_3722,64.024666
test_3723,80.366234
test_3724,59.841278
test_3725,74.54429
test_3726,88.196266
test_3727,63.293617
test_3728,72.011894
test_3729,59.597126
test_3730,63.195015
test_3731,60.686832
test_3732,90.70634
test_3733,74.788826
test_3734,71.26441
test_3735,63.274635
test_3736,63.52404
test_3737,73.05755
test_3738,60.982635
test_3739,62.263165
test_3740,66.844536
test_3741,60.741234
test_3742,69.72667
test_3743,60.289276
test_3744,57.666496
test_3745,62.856895
test_3746,80.08602
test_3747,64.07052
test_3748,59.781616
test_3749,58.420906
test_3750,63.20208
test_3751,70.281044
test_3752,73.98584
test_3753,68.88323
test_3754,64.185776
test_3755,62.512794
test_3756,60.76696
test_3757,62.534767
test_3758,50.116146
test_3759,73.2076
test_3760,68.22373
test_3761,62.648853
test_3762,76.71232
test_3763,87.62827
test_3764,70.36508
test_3765,63.844566
test_3766,60.43012
test_3767,69.0324
test_3768,89.39745
test_3769,70.70345
test_3770,91.9326
test_3771,75.82462
test_3772,73.33437
test_3773,61.771156
test_3774,58.503937
test_3775,65.27909
test_3776,70.95727
test_3777,59.312656
test_3778,69.32876
test_3779,67.54348
test_3780,60.124214
test_3781,68.9894
test_3782,77.750114
test_3783,62.394688
test_3784,64.529625
test_3785,58.154243
test_3786,79.291405
test_3787,59.30308
test_3788,85.80578
test_3789,61.965202
test_3790,56.83187
test_3791,86.92904
test_3792,60.34987
test_3793,71.42136
test_3794,67.17066
test_3795,58.502144
test_3796,71.723076
test_3797,67.061676
test_3798,81.99258
test_3799,76.23475
test_3800,60.712994
test_3801,71.771065
test_3802,71.01253
test_3803,61.430687
test_3804,67.04451
test_3805,67.33163
test_3806,76.26015
test_3807,80.77597
test_3808,66.590744
test_3809,67.27521
test_3810,62.374565
test_3811,62.963173
test_3812,69.32484
test_3813,58.93607
test_3814,62.507416
test_3815,74.32781
test_3816,71.038536
test_3817,81.75413
test_3818,66.55421
test_3819,59.99113
test_3820,61.744644
test_3821,59.67932
test_3822,63.065475
test_3823,77.36497
test_3824,70.084915
test_3825,58.16496
test_3826,62.354885
test_3827,75.63999
test_3828,72.87599
test_3829,71.35747
test_3830,69.89532
test_3831,63.6597
test_3832,63.296608
test_3833,75.114944
test_3834,71.35709
test_3835,64.57131
test_3836,70.23786
test_3837,69.38382
test_3838,63.77247
test_3839,60.83942
test_3840,70.69713
test_3841,76.85221
test_3842,68.735344
test_3843,59.746307
test_3844,73.06185
test_3845,64.70546
test_3846,85.89359
test_3847,78.78422
test_3848,45.88199
test_3849,84.114876
test_3850,92.547585
test_3851,65.45448
test_3852,63.131264
test_3853,72.88497
test_3854,66.365326
test_3855,68.700096
test_3856,80.33524
test_3857,56.25018
test_3858,57.693176
test_3859,84.96934
test_3860,68.750916
test_3861,59.997505
test_3862,72.77538
test_3863,75.50854
test_3864,60.099007
test_3865,71.72731
test_3866,60.8636
test_3867,77.12461
test_3868,79.16419
test_3869,58.373287
test_3870,69.399864
test_3871,79.85679
test_3872,64.82785
test_3873,77.43734
test_3874,73.07112
test_3875,81.93223
test_3876,62.46634
test_3877,66.04227
test_3878,68.900475
test_3879,61.21484
test_3880,74.759575
test_3881,68.49557
test_3882,76.87236
test_3883,57.44774
test_3884,61.636368
test_3885,81.15269
test_3886,68.17685
test_3887,61.23237
test_3888,57.14362
test_3889,57.56795
test_3890,58.87851
test_3891,62.27242
test_3892,72.336006
test_3893,74.67321
test_3894,60.03051
test_3895,63.621994
test_3896,84.66923
test_3897,62.26612
test_3898,60.74093
test_3899,68.48817
test_3900,74.017784
test_3901,60.54811
test_3902,61.989613
test_3903,61.354164
test_3904,62.245476
test_3905,61.47475
test_3906,79.368805
test_3907,59.479664
test_3908,60.655945
test_3909,60.790962
test_3910,72.251274
test_3911,71.01115
test_3912,82.7705
test_3913,72.783424
test_3914,70.342
